utt_id,singer_id,technique,group,text,hypothesis,wer,per,wer_sub,wer_del,wer_ins,wer_n_ref
EN-Alto-1__breathy__speech__innocence__0004,EN-Alto-1,breathy,speech,i hope that it will stay this moment is perfect,i hope that it will stay. this moment is perfect.,0.0,0.0,0,0,0,10
EN-Alto-1__breathy__speech__innocence__0005,EN-Alto-1,breathy,speech,please dont go away i need you now,please don't go away. i need you now.,0.0,0.0,0,0,0,8
EN-Alto-1__breathy__speech__innocence__0006,EN-Alto-1,breathy,speech,and ill hold on to it dont you let it pass you by,and i'll hold on to it. don't you let it pass you by.,0.0,0.0,0,0,0,13
EN-Alto-1__breathy__speech__innocence__0007,EN-Alto-1,breathy,speech,i found a place so safe not a single tear,"i found a place of save, not a single tear.",0.2,0.10714285714285714,2,0,0,10
EN-Alto-1__breathy__speech__innocence__0008,EN-Alto-1,breathy,speech,the first time in my life and now its so clear feel calm i belong im so happy here,"the first time in my life and now it's so clear. feel calm, i belong, i'm so happy here.",0.0,0.0,0,0,0,19
EN-Alto-1__breathy__speech__innocence__0009,EN-Alto-1,breathy,speech,its so strong and now i let myself be sincere i wouldnt change a thing about it,it's so strong and now i let myself be sincere. i wouldn't change a thing about it.,0.0,0.0,0,0,0,17
EN-Alto-1__breathy__speech__innocence__0010,EN-Alto-1,breathy,speech,this is the best feeling,this is the best filling.,0.2,0.0625,1,0,0,5
EN-Alto-1__breathy__speech__innocence__0011,EN-Alto-1,breathy,speech,this innocence is brilliant i hope that it will stay this moment,this innocence is brilliant. i hope that it will stay. this moment,0.0,0.0,0,0,0,12
EN-Alto-1__breathy__speech__innocence__0012,EN-Alto-1,breathy,speech,is perfect please dont go away i need you now,"is perfect, please don't go away. cause i need you now.",0.1,0.10344827586206896,0,0,1,10
EN-Alto-1__breathy__speech__innocence__0013,EN-Alto-1,breathy,speech,and ill hold on to it dont you let it pass you by,and i'll hold on to it. don't you let it pass you by.,0.0,0.0,0,0,0,13
EN-Alto-1__breathy__technique__let_it_go__0000,EN-Alto-1,breathy,technique,the snow glows white on mountain tonight not a footprint to be seen,"the snow glows white on mountain tonight, not a footprint to be seen",0.0,0.0,0,0,0,13
EN-Alto-1__breathy__technique__let_it_go__0001,EN-Alto-1,breathy,technique,a kingdom of isolation and it looks like im the queen the wind is howling like swirling storm inside,a kingdom of isolation and it looks like i'm the queen the wind is howling like a swirling storm inside,0.05263157894736842,0.014492753623188406,0,0,1,19
EN-Alto-1__breathy__technique__let_it_go__0002,EN-Alto-1,breathy,technique,couldnt keep it in heaven knows i tried dont let them in,couldn't keep it in heaven knows i've tried don't let them in,0.08333333333333333,0.02564102564102564,1,0,0,12
EN-Alto-1__breathy__technique__let_it_go__0003,EN-Alto-1,breathy,technique,dont let them see be the good girl you always have to be conceal dont feel,"and don't let them see, be the good girl you always have to be, conceal don't feel,",0.0625,0.061224489795918366,0,0,1,16
EN-Alto-1__breathy__technique__let_it_go__0004,EN-Alto-1,breathy,technique,dont let them know well now they know,"and don't let them know, well now they know",0.125,0.14285714285714285,0,0,1,8
EN-Alto-1__breathy__technique__let_it_go__0005,EN-Alto-1,breathy,technique,let it go let it go cant hurt back any more,"let it go, let it go can't hold it back anymore",0.36363636363636365,0.16666666666666666,2,1,1,11
EN-Alto-1__breathy__technique__let_it_go__0006,EN-Alto-1,breathy,technique,let it go let it go turn away and slam the door,"let it go, let it go turn away and slam the door",0.0,0.0,0,0,0,12
EN-Alto-1__breathy__control__let_it_go__0000,EN-Alto-1,breathy,control,the snow glows white on mountain tonight not a footprint to be seen,"the snow glows white on mountain night, not a footprint to be seen",0.07692307692307693,0.045454545454545456,1,0,0,13
EN-Alto-1__breathy__control__let_it_go__0001,EN-Alto-1,breathy,control,a kingdom of isolation and it looks like im the queen the wind is howling like swirling storm inside,a kingdom full of isolation and it looks like i'm the queen the wind is howling like this swirling storm inside,0.10526315789473684,0.08695652173913043,0,0,2,19
EN-Alto-1__breathy__control__let_it_go__0002,EN-Alto-1,breathy,control,couldnt keep it in heaven knows i tried dont let them in,couldn't keep it in heaven knows i tried don't let them in,0.0,0.0,0,0,0,12
EN-Alto-1__breathy__control__let_it_go__0003,EN-Alto-1,breathy,control,dont let them see be the good girl you always have to be conceal dont feel,"don't let them see be the good girl you always have to be conceal, don't feel",0.0,0.0,0,0,0,16
EN-Alto-1__breathy__control__let_it_go__0004,EN-Alto-1,breathy,control,dont let them know well now they know,"don't let them know, well now they know",0.0,0.0,0,0,0,8
EN-Alto-1__breathy__control__let_it_go__0005,EN-Alto-1,breathy,control,let it go let it go cant hurt back any more,"let it go, let it go can't hold it back anymore",0.36363636363636365,0.16666666666666666,2,1,1,11
EN-Alto-1__breathy__control__let_it_go__0006,EN-Alto-1,breathy,control,let it go let it go turn away and slam the door,"let it go, let it go, turn away and sound the door",0.08333333333333333,0.09375,1,0,0,12
EN-Alto-1__breathy__speech__let_it_go__0000,EN-Alto-1,breathy,speech,the snow glows white on mountain tonight not a footprint to be seen,"the snow glows white on the mountain tonight, not a footprint to be seen.",0.07692307692307693,0.045454545454545456,0,0,1,13
EN-Alto-1__breathy__speech__let_it_go__0001,EN-Alto-1,breathy,speech,a kingdom of isolation and it looks like im the queen the wind is howling like swirling storm inside,a kingdom of isolation and it looks like i'm the queen. the wind is howling like this thwarting storm inside.,0.10526315789473684,0.08695652173913043,1,0,1,19
EN-Alto-1__breathy__speech__let_it_go__0002,EN-Alto-1,breathy,speech,couldnt keep it in heaven knows i tried dont let them in,"couldn't keep it in, heaven knows i tried. don't let them in.",0.0,0.0,0,0,0,12
EN-Alto-1__breathy__speech__let_it_go__0003,EN-Alto-1,breathy,speech,dont let them see be the good girl you always have to be conceal dont feel,"don't let them see. be the good girl you always have to be. conceal, don't feel.",0.0,0.0,0,0,0,16
EN-Alto-1__breathy__speech__let_it_go__0004,EN-Alto-1,breathy,speech,dont let them know well now they know,"don't let them know. well, now they know.",0.0,0.0,0,0,0,8
EN-Alto-1__breathy__speech__let_it_go__0005,EN-Alto-1,breathy,speech,let it go let it go cant hurt back any more,let it go. let it go. can't hold it back anymore.,0.36363636363636365,0.16666666666666666,2,1,1,11
EN-Alto-1__breathy__speech__let_it_go__0006,EN-Alto-1,breathy,speech,let it go let it go turn away and slam the door,"let it go, let it go, turn away and slam the door.",0.0,0.0,0,0,0,12
EN-Alto-1__breathy__technique__once_up_a_dream__0000,EN-Alto-1,breathy,technique,i know you i walked with you once upon a dream,"i know you, i walk with you once upon a dream.",0.09090909090909091,0.03571428571428571,1,0,0,11
EN-Alto-1__breathy__technique__once_up_a_dream__0001,EN-Alto-1,breathy,technique,i know you that look in your eyes is so familiar a gleam and i know,"i know you, that look in your eyes is so familiar and i know",0.125,0.125,0,2,0,16
EN-Alto-1__breathy__technique__once_up_a_dream__0002,EN-Alto-1,breathy,technique,its true that visions are seldom all they seem,"true, their visions are seldom all they seem.",0.2222222222222222,0.16666666666666666,1,1,0,9
EN-Alto-1__breathy__technique__once_up_a_dream__0003,EN-Alto-1,breathy,technique,but if i know you i know what youll do youll love me at once the way you did once upon a dream,"but if i know you, i know what you'll do you'll love me at once, the way you did once upon a dream",0.0,0.0,0,0,0,23
EN-Alto-1__breathy__control__once_up_a_dream__0000,EN-Alto-1,breathy,control,i know you i walked with you once upon a dream,"i know you, i walked with you once upon a dream",0.0,0.0,0,0,0,11
EN-Alto-1__breathy__control__once_up_a_dream__0001,EN-Alto-1,breathy,control,i know you that look in your eyes is so familiar a gleam and i know,"i know you, that look in your eyes is so familiar, claimant i know",0.1875,0.1,1,2,0,16
EN-Alto-1__breathy__control__once_up_a_dream__0002,EN-Alto-1,breathy,control,its true that visions are seldom all they seem,"is true, the visions are seldom all they seem.",0.2222222222222222,0.13333333333333333,2,0,0,9
EN-Alto-1__breathy__control__once_up_a_dream__0003,EN-Alto-1,breathy,control,but if i know you i know what youll do youll love me at once the way you did once upon a dream,"but if i know you, i know what you'll do you'll love me at once, the way you did once upon a dream",0.0,0.0,0,0,0,23
EN-Alto-1__breathy__speech__once_up_a_dream__0000,EN-Alto-1,breathy,speech,i know you i walked with you once upon a dream,i know you i walked with you once upon a dream.,0.0,0.0,0,0,0,11
EN-Alto-1__breathy__speech__once_up_a_dream__0001,EN-Alto-1,breathy,speech,i know you that look in your eyes is so familiar a gleam and i know,"i know that look in your eyes is so familiar a gleam, and i know",0.0625,0.05,0,1,0,16
EN-Alto-1__breathy__speech__once_up_a_dream__0002,EN-Alto-1,breathy,speech,its true that visions are seldom all they seem,so it's true that visions are seldom all the same.,0.3333333333333333,0.13333333333333333,2,0,1,9
EN-Alto-1__breathy__speech__once_up_a_dream__0003,EN-Alto-1,breathy,speech,but if i know you i know what youll do youll love me at once the way you did once upon a dream,"but if i know you, i know what you'll do. you'll love me at once the way you did once upon a dream.",0.0,0.0,0,0,0,23
EN-Alto-1__breathy__technique__safe_and_sound__0000,EN-Alto-1,breathy,technique,i remember tears streaming down your face when i said i will never let you go,i remember tears streaming down your face when i said i'll never let you go,0.125,0.04,1,1,0,16
EN-Alto-1__breathy__technique__safe_and_sound__0001,EN-Alto-1,breathy,technique,when all those shadows almost killed your light i remember you said dont leave me here alone,"when all those shadows almost killed your light i remember you said, don't leave me here alone",0.0,0.0,0,0,0,17
EN-Alto-1__breathy__technique__safe_and_sound__0002,EN-Alto-1,breathy,technique,but all that dead and gone and passed tonight,by all that's said and gone past tonight,0.5555555555555556,0.27586206896551724,4,1,0,9
EN-Alto-1__breathy__technique__safe_and_sound__0003,EN-Alto-1,breathy,technique,just close your eyes the sun is going down,"just close your eyes, the sun is going down",0.0,0.0,0,0,0,9
EN-Alto-1__breathy__technique__safe_and_sound__0004,EN-Alto-1,breathy,technique,youll be all right no one can hurt you now,"you'll be alright, no one can hurt you now",0.2,0.04,1,1,0,10
EN-Alto-1__breathy__technique__safe_and_sound__0005,EN-Alto-1,breathy,technique,come morning light you and i will be safe,"come morning light, you and i'll be safe",0.2222222222222222,0.07692307692307693,1,1,0,9
EN-Alto-1__breathy__technique__safe_and_sound__0006,EN-Alto-1,breathy,technique,and sound dont you dare look,and some don't you dare look,0.16666666666666666,0.15789473684210525,1,0,0,6
EN-Alto-1__breathy__technique__safe_and_sound__0007,EN-Alto-1,breathy,technique,out your window darling everything is on fire the world outside our door keeps reading on,"out your window, darling, everything's on fire the world outside our door keeps raging on",0.1875,0.05263157894736842,2,1,0,16
EN-Alto-1__breathy__technique__safe_and_sound__0008,EN-Alto-1,breathy,technique,hold on to this lullaby,hold on to this lullaby,0.0,0.0,0,0,0,5
EN-Alto-1__breathy__technique__safe_and_sound__0009,EN-Alto-1,breathy,technique,even when the musics gone,even when the music's gone,0.0,0.0,0,0,0,5
EN-Alto-1__breathy__technique__safe_and_sound__0010,EN-Alto-1,breathy,technique,gone just close your eyes,gone just close your eyes,0.0,0.0,0,0,0,5
EN-Alto-1__breathy__technique__safe_and_sound__0011,EN-Alto-1,breathy,technique,the sun is going down youll be all right,"the sun is going down, you'll be alright",0.2222222222222222,0.041666666666666664,1,1,0,9
EN-Alto-1__breathy__technique__safe_and_sound__0012,EN-Alto-1,breathy,technique,no one can hurt you now come morning light,"no one can hurt you now, come morning light",0.0,0.0,0,0,0,9
EN-Alto-1__breathy__technique__safe_and_sound__0013,EN-Alto-1,breathy,technique,you and i will be safe and sound,you and i'll be safe and sound,0.25,0.09523809523809523,1,1,0,8
EN-Alto-1__breathy__control__safe_and_sound__0000,EN-Alto-1,breathy,control,i remember tears streaming down your face when i said i will never let you go,i remember tears streaming down your face when i said i'll never let you go,0.125,0.04,1,1,0,16
EN-Alto-1__breathy__control__safe_and_sound__0001,EN-Alto-1,breathy,control,when all those shadows almost killed your light i remember you said dont leave me here alone,when all the shadows almost killed your light i remember you said don't leave me here alone,0.058823529411764705,0.034482758620689655,1,0,0,17
EN-Alto-1__breathy__control__safe_and_sound__0002,EN-Alto-1,breathy,control,but all that dead and gone and passed tonight,but all that's dead and gone and past tonight,0.2222222222222222,0.06896551724137931,2,0,0,9
EN-Alto-1__breathy__control__safe_and_sound__0003,EN-Alto-1,breathy,control,just close your eyes the sun is going down,"just close your eyes, the sun is going down",0.0,0.0,0,0,0,9
EN-Alto-1__breathy__control__safe_and_sound__0004,EN-Alto-1,breathy,control,youll be all right no one can hurt you now,"you'll be alright, no one can hurt you now",0.2,0.04,1,1,0,10
EN-Alto-1__breathy__control__safe_and_sound__0005,EN-Alto-1,breathy,control,come morning light you and i will be safe,"come morning light, you and i'll be safe",0.2222222222222222,0.07692307692307693,1,1,0,9
EN-Alto-1__breathy__control__safe_and_sound__0006,EN-Alto-1,breathy,control,and sound dont you dare look,and sound don't you dare look up,0.16666666666666666,0.10526315789473684,0,0,1,6
EN-Alto-1__breathy__control__safe_and_sound__0007,EN-Alto-1,breathy,control,out your window darling everything is on fire the world outside our door keeps reading on,"out your window, darling, everything's on fire the world outside our door keeps raging on",0.1875,0.05263157894736842,2,1,0,16
EN-Alto-1__breathy__control__safe_and_sound__0008,EN-Alto-1,breathy,control,hold on to this lullaby,hold on to this lullaby,0.0,0.0,0,0,0,5
EN-Alto-1__breathy__control__safe_and_sound__0009,EN-Alto-1,breathy,control,even when the musics gone,even when the music's gone,0.0,0.0,0,0,0,5
EN-Alto-1__breathy__control__safe_and_sound__0010,EN-Alto-1,breathy,control,gone just close your eyes,gone just close your eyes,0.0,0.0,0,0,0,5
EN-Alto-1__breathy__control__safe_and_sound__0011,EN-Alto-1,breathy,control,the sun is going down youll be all right,"the sun is going down, you'll be alright",0.2222222222222222,0.041666666666666664,1,1,0,9
EN-Alto-1__breathy__control__safe_and_sound__0012,EN-Alto-1,breathy,control,no one can hurt you now come morning light,"no one can hurt you now, come morning light.",0.0,0.0,0,0,0,9
EN-Alto-1__breathy__control__safe_and_sound__0013,EN-Alto-1,breathy,control,you and i will be safe and sound,you and i'll be safe and sound,0.25,0.09523809523809523,1,1,0,8
EN-Alto-1__breathy__speech__safe_and_sound__0000,EN-Alto-1,breathy,speech,i remember tears streaming down your face when i said i will never let you go,i remember tears streaming down your face when i said i will never let you go.,0.0,0.0,0,0,0,16
EN-Alto-1__breathy__speech__safe_and_sound__0001,EN-Alto-1,breathy,speech,when all those shadows almost killed your light i remember you said dont leave me here alone,"when all those shadows almost killed your light, i remember you said don't leave me here alone.",0.0,0.0,0,0,0,17
